,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
101,8114,The Adventures of Cookie & Cream,PS2,2000.0,Puzzle,Empire Interactive,0.09,0.07,0.0,0.02,0.18
102,13209,Super Bust-A-Move,GBA,2001.0,Puzzle,Ubisoft,0.03,0.01,0.0,0.0,0.05
103,4625,Dr. Mario 64,N64,2001.0,Puzzle,Nintendo,0.34,0.07,0.0,0.0,0.42
104,1049,Tetris Worlds,GBA,2001.0,Puzzle,THQ,1.25,0.39,0.0,0.06,1.71
105,6278,M&M's Blast!,GBA,2001.0,Puzzle,Unknown,0.2,0.07,0.0,0.0,0.27
106,13423,Inspector Gadget: Gadget's Crazy Maze,PS,2001.0,Puzzle,Ubisoft,0.03,0.02,0.0,0.0,0.05
107,5815,KuruKuru Kururin,GBA,2001.0,Puzzle,Nintendo,0.0,0.0,0.3,0.01,0.31
108,15625,Tiny Toon Adventures: Wacky Stackers,GBA,2001.0,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.02
109,489,Pac-Man Collection,GBA,2001.0,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94
110,9008,Pipe Dreams 3D,PS,2001.0,Puzzle,Empire Interactive,0.08,0.05,0.0,0.01,0.14
111,13092,Puyo Pop,GBA,2001.0,Puzzle,Sega,0.04,0.01,0.0,0.0,0.05
112,6665,Bomberman Tournament,GBA,2001.0,Puzzle,Activision,0.1,0.04,0.1,0.01,0.25
113,13863,Denki Blocks!,GBA,2001.0,Puzzle,Rage Software,0.03,0.01,0.0,0.0,0.04
114,8646,Mr. Driller 2,GBA,2001.0,Puzzle,Namco Bandai Games,0.0,0.0,0.15,0.0,0.16
115,1307,Super Monkey Ball,GC,2001.0,Puzzle,Atari,0.95,0.37,0.1,0.04,1.46
116,9597,Snood,GBA,2001.0,Puzzle,"Destination Software, Inc",0.09,0.03,0.0,0.0,0.13
117,16082,Egg Mania: Eggstreme Madness,XB,2002.0,Puzzle,Kemco,0.01,0.0,0.0,0.0,0.01
118,12436,Bubble Bobble: Old & New,GBA,2002.0,Puzzle,Empire Interactive,0.04,0.02,0.0,0.0,0.06
119,13139,Turbo Turtle Adventure,GBA,2002.0,Puzzle,Majesco Entertainment,0.04,0.01,0.0,0.0,0.05
120,11804,Bomberman Max 2: Red Advance,GBA,2002.0,Puzzle,Vivendi Games,0.05,0.02,0.0,0.0,0.07
121,10672,Sneakers,XB,2002.0,Puzzle,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.1
122,14920,ZooCube,GC,2002.0,Puzzle,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02
123,16379,Super Bubble Pop,XB,2002.0,Puzzle,Jaleco,0.01,0.0,0.0,0.0,0.01
124,12309,Kururin Paradise,GBA,2002.0,Puzzle,Unknown,0.0,0.0,0.06,0.0,0.06
125,16467,Egg Mania: Eggstreme Madness,GC,2002.0,Puzzle,Kemco,0.01,0.0,0.0,0.0,0.01
126,1241,Super Monkey Ball 2,GC,2002.0,Puzzle,Atari,1.11,0.31,0.06,0.04,1.52
127,11320,Bomberman Jetters,GC,2002.0,Puzzle,Hudson Soft,0.06,0.02,0.0,0.0,0.08
128,2849,Super Monkey Ball Jr.,GBA,2002.0,Puzzle,Atari,0.51,0.19,0.0,0.01,0.72
129,7223,Tetris Worlds,GC,2002.0,Puzzle,THQ,0.17,0.04,0.0,0.01,0.22
130,12518,Worms Blast,GC,2002.0,Puzzle,Ubisoft,0.05,0.01,0.0,0.0,0.06
131,10965,Bomberman Max 2: Blue Advance,GBA,2002.0,Puzzle,Vivendi Games,0.07,0.02,0.0,0.0,0.09
132,802,Tetris Worlds,PS2,2002.0,Puzzle,THQ,1.11,0.71,0.0,0.27,2.08
133,14401,Egg Mania: Eggstreme Madness,PS2,2002.0,Puzzle,Kemco,0.02,0.01,0.0,0.0,0.03
134,12843,Bombastic,PS2,2002.0,Puzzle,Capcom,0.03,0.02,0.0,0.01,0.05
135,13212,ZooCube,GBA,2002.0,Puzzle,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05
136,12907,Bust-A-Bloc,PS2,2002.0,Puzzle,Midas Interactive Entertainment,0.0,0.0,0.05,0.0,0.05
137,13369,Super Bubble Pop,GC,2003.0,Puzzle,Jaleco,0.04,0.01,0.0,0.0,0.05
138,13148,The Lost Vikings,GBA,2003.0,Puzzle,Activision,0.04,0.01,0.0,0.0,0.05
139,9055,Mojo!,PS2,2003.0,Puzzle,Mindscape,0.07,0.05,0.0,0.02,0.14
140,7686,Tetris Worlds (Online Edition),XB,2003.0,Puzzle,THQ,0.15,0.04,0.0,0.01,0.2
141,14765,Mojo!,XB,2003.0,Puzzle,DreamCatcher Interactive,0.02,0.01,0.0,0.0,0.03
142,16587,Bust-A-Move 3000,GC,2003.0,Puzzle,Ubisoft,0.01,0.0,0.0,0.0,0.01
143,1628,"WarioWare, Inc.: Mega MicroGame$",GBA,2003.0,Puzzle,Nintendo,0.4,0.11,0.7,0.02,1.23
144,2890,"WarioWare, Inc.: Mega Party Game$",GC,2003.0,Puzzle,Nintendo,0.2,0.05,0.44,0.02,0.71
145,12786,Mighty Beanz: Pocket Puzzles,GBA,2004.0,Puzzle,Majesco Entertainment,0.04,0.01,0.0,0.0,0.06
146,16044,Puyo Pop Fever,GC,2004.0,Puzzle,Sega,0.01,0.0,0.0,0.0,0.01
147,14848,Bookworm,GBA,2004.0,Puzzle,Unknown,0.02,0.01,0.0,0.0,0.03
148,10922,Puyo Pop Fever (JP sales),DS,2004.0,Puzzle,Ignition Entertainment,0.0,0.0,0.09,0.0,0.09
149,14083,Puyo Pop Fever(us sales),DS,2004.0,Puzzle,Ignition Entertainment,0.03,0.0,0.0,0.0,0.04
150,12997,Ultra Bust-A-Move,XB,2004.0,Puzzle,505 Games,0.04,0.01,0.0,0.0,0.05
151,3570,Classic NES Series: Dr. Mario,GBA,2004.0,Puzzle,Nintendo,0.31,0.11,0.13,0.01,0.56
152,1847,Lumines: Puzzle Fusion,PSP,2004.0,Puzzle,Ubisoft,0.52,0.35,0.0,0.23,1.11
153,1740,Mario vs. Donkey Kong,GBA,2004.0,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17
154,10318,Kotoba no Puzzle: Mojipittan Daijiten,PSP,2004.0,Puzzle,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
155,4231,Classic NES Series: Pac-Man,GBA,2004.0,Puzzle,Nintendo,0.25,0.09,0.12,0.01,0.46
156,15288,Guess the Logos,XB,2004.0,Puzzle,Sega,0.02,0.0,0.0,0.0,0.02
157,12882,Famicom Mini: Dig Dug,GBA,2004.0,Puzzle,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
158,14287,Ultimate Block Party,PSP,2004.0,Puzzle,505 Games,0.03,0.0,0.0,0.0,0.03
159,8414,Zoo Keeper,DS,2004.0,Puzzle,Ignition Entertainment,0.1,0.01,0.05,0.01,0.17
160,6553,Polarium,DS,2004.0,Puzzle,Nintendo,0.13,0.01,0.11,0.01,0.26
161,2816,Katamari Damacy,PS2,2004.0,Puzzle,Namco Bandai Games,0.47,0.02,0.17,0.08,0.73
162,3566,Ms. Pac-Man Maze Madness,GBA,2004.0,Puzzle,Zoo Digital Publishing,0.4,0.15,0.0,0.01,0.56
163,12071,Famicom Mini: Wrecking Crew,GBA,2004.0,Puzzle,Nintendo,0.0,0.0,0.07,0.0,0.07
164,13617,Puyo Pop Fever,PSP,2004.0,Puzzle,Ignition Entertainment,0.0,0.0,0.04,0.0,0.04
165,6065,Feel the Magic XY/XX,DS,2004.0,Puzzle,Sega,0.17,0.0,0.1,0.02,0.29
166,688,WarioWare Touched!,DS,2004.0,Puzzle,Nintendo,0.52,0.45,1.21,0.13,2.31
167,9115,Mr. Driller: Drill Spirits,DS,2004.0,Puzzle,Nintendo,0.08,0.0,0.05,0.01,0.14
168,13798,Famicom Mini: Clu Clu Land,GBA,2004.0,Puzzle,Nintendo,0.0,0.0,0.04,0.0,0.04
169,14487,Super Collapse! II,GBA,2004.0,Puzzle,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03
170,3383,Pokemon Trozei!,DS,2005.0,Puzzle,Nintendo,0.26,0.0,0.31,0.02,0.6
171,10207,Go! Sudoku (JP sales),PSP,2005.0,Puzzle,Sony Computer Entertainment,0.0,0.0,0.11,0.0,0.11
172,9788,Go! Sudoku,PSP,2005.0,Puzzle,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12
173,9746,Break 'Em All,DS,2005.0,Puzzle,D3Publisher,0.11,0.0,0.0,0.01,0.12
174,10262,Bust-A-Move DS,DS,2005.0,Puzzle,505 Games,0.08,0.02,0.0,0.01,0.11
175,8687,Bomberman,DS,2005.0,Puzzle,Ubisoft,0.1,0.02,0.03,0.01,0.16
176,13347,Bubble Bobble Revolution,DS,2005.0,Puzzle,Atari,0.04,0.0,0.0,0.0,0.05
177,3609,Archer Maclean's Mercury,PSP,2005.0,Puzzle,Ignition Entertainment,0.17,0.24,0.0,0.14,0.56
178,8886,Brain Boost: Gamma Wave,DS,2005.0,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15
179,8914,Brain Boost: Beta Wave,DS,2005.0,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15
180,3840,We Love Katamari,PS2,2005.0,Puzzle,Electronic Arts,0.26,0.2,0.0,0.07,0.52
181,13671,WTF: Work Time Fun,PSP,2005.0,Puzzle,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.04
182,15635,Ultimate Puzzle Games,GBA,2005.0,Puzzle,Telegames,0.01,0.0,0.0,0.0,0.02
183,11791,The Rub Rabbits!,DS,2005.0,Puzzle,Sega,0.03,0.0,0.04,0.0,0.07
184,11394,Smart Bomb,PSP,2005.0,Puzzle,Eidos Interactive,0.07,0.0,0.0,0.01,0.08
185,5569,Dr. Mario / Puzzle League,GBA,2005.0,Puzzle,Nintendo,0.12,0.04,0.16,0.01,0.33
186,6857,Ms. Pac-Man: Maze Madness / Pac-Man World,GBA,2005.0,Puzzle,Namco Bandai Games,0.17,0.06,0.0,0.0,0.24
187,16500,Snood 2: On Vacation,GBA,2005.0,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01
188,10916,Snood 2: On Vacation,DS,2005.0,Puzzle,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.09
189,11383,Exit,PSP,2005.0,Puzzle,Ubisoft,0.07,0.0,0.0,0.01,0.08
190,11291,Frantix,PSP,2005.0,Puzzle,Ubisoft,0.08,0.0,0.0,0.01,0.08
191,15149,The Professor's Brain Trainer: Logic,DS,2005.0,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02
192,28,Brain Age 2: More Training in Minutes a Day,DS,2005.0,Puzzle,Nintendo,3.44,5.36,5.32,1.18,15.3
193,6297,Pac-Pix,DS,2005.0,Puzzle,Namco Bandai Games,0.16,0.0,0.1,0.01,0.27
194,6980,Meteos,DS,2005.0,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23
195,11670,PQ: Practical Intelligence Quotient,PSP,2005.0,Puzzle,D3Publisher,0.07,0.0,0.0,0.01,0.08
196,12615,Dig Dug: Digging Strike,DS,2005.0,Puzzle,Atari,0.05,0.0,0.0,0.0,0.06
197,4648,Kumamon Bomber: Puzzle de Kumamon Taisou,GC,2005.0,Puzzle,Sega,0.32,0.08,0.0,0.01,0.42
198,14506,Marble Madness / Klax,GBA,2005.0,Puzzle,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
199,11617,Whac-A-Mole,DS,2005.0,Puzzle,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.08
200,16338,Whac-A-Mole,GBA,2005.0,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01
201,14536,Atomic Betty,GBA,2005.0,Puzzle,Atari,0.02,0.01,0.0,0.0,0.03
202,6987,Me & My Katamari,PSP,2005.0,Puzzle,Namco Bandai Games,0.13,0.02,0.08,0.0,0.23
203,12104,Sudoku Fever,GBA,2006.0,Puzzle,Take-Two Interactive,0.05,0.02,0.0,0.0,0.07
204,16571,XI Coliseum,PSP,2006.0,Puzzle,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01
205,9246,Bust-A-Move Deluxe,PSP,2006.0,Puzzle,505 Games,0.13,0.0,0.0,0.01,0.14
206,15093,Bejeweled 2 Deluxe,PC,2006.0,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
207,9286,Magnetica,DS,2006.0,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14
208,9303,Kororinpa: Marble Mania,Wii,2006.0,Puzzle,Nintendo,0.08,0.02,0.03,0.01,0.14
209,15817,Konductra,DS,2006.0,Puzzle,O3 Entertainment,0.02,0.0,0.0,0.0,0.02
210,491,WarioWare: Smooth Moves,Wii,2006.0,Puzzle,Nintendo,0.87,1.06,0.73,0.26,2.92
211,1683,Mario vs. Donkey Kong 2: March of the Minis,DS,2006.0,Puzzle,Nintendo,0.74,0.03,0.36,0.07,1.2
212,11167,Bomberman Land Touch!,DS,2006.0,Puzzle,Rising Star Games,0.04,0.0,0.04,0.0,0.09
213,16550,Bookworm Deluxe,PC,2006.0,Puzzle,PopCap Games,0.01,0.0,0.0,0.0,0.01
214,11260,Chameleon,PSP,2006.0,Puzzle,505 Games,0.07,0.0,0.0,0.01,0.08
215,12782,GunPey,PSP,2006.0,Puzzle,Atari,0.05,0.0,0.0,0.01,0.06
216,15987,Chameleon: To Dye For!,DS,2006.0,Puzzle,505 Games,0.01,0.0,0.0,0.0,0.01
217,15995,Bomberman (jp sales),PSP,2006.0,Puzzle,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01
218,770,Tetris DS,DS,2006.0,Puzzle,Nintendo,0.64,0.07,1.35,0.08,2.13
219,2405,Lemmings,PSP,2006.0,Puzzle,Sony Computer Entertainment,0.12,0.52,0.0,0.23,0.87
220,13026,Mawashite Tsunageru Touch Panic,DS,2006.0,Puzzle,Nintendo,0.0,0.0,0.05,0.0,0.05
221,16281,Monster Bomber,DS,2006.0,Puzzle,505 Games,0.01,0.0,0.0,0.0,0.01
222,13008,Battleship / Connect Four / Sorry! / Trouble,DS,2006.0,Puzzle,"Destination Software, Inc",0.05,0.0,0.0,0.0,0.05
223,12560,Carol Vorderman's Sudoku,PSP,2006.0,Puzzle,Xplosiv,0.05,0.0,0.0,0.01,0.06
224,12978,PQ2: Practical Intelligence Quotient,PSP,2006.0,Puzzle,D3Publisher,0.04,0.0,0.0,0.0,0.05
225,12655,Honeycomb Beat,DS,2006.0,Puzzle,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06
226,10600,Sudoku Mania,DS,2006.0,Puzzle,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.1
227,13335,GunPey DS,DS,2006.0,Puzzle,Atari,0.04,0.0,0.0,0.0,0.05
228,16323,Tringo,GBA,2006.0,Puzzle,Liquid Games,0.01,0.0,0.0,0.0,0.01
229,5841,Lumines ll,PSP,2006.0,Puzzle,Disney Interactive Studios,0.12,0.12,0.0,0.07,0.3
230,14423,Bubble Bobble Evolution,PSP,2006.0,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0,0.03
231,8276,Sudoku Gridmaster,DS,2006.0,Puzzle,Nintendo,0.13,0.03,0.0,0.01,0.17
232,7695,Puzzle Challenge: Crosswords and More!,PSP,2006.0,Puzzle,Crave Entertainment,0.18,0.0,0.0,0.01,0.2
233,6234,Puyo Puyo! 15th Anniversary,DS,2006.0,Puzzle,Sega,0.0,0.0,0.28,0.0,0.28
234,6171,Carol Vorderman's Sudoku,PS2,2006.0,Puzzle,Xplosiv,0.0,0.23,0.0,0.05,0.28
235,13896,Quiz Mobile Gundam: Toi Senshi DX,PSP,2006.0,Puzzle,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
236,15181,Puzzle Challenge: Crosswords and More!,PS2,2006.0,Puzzle,Crave Entertainment,0.01,0.01,0.0,0.0,0.02
237,4491,Master of Illusion,DS,2006.0,Puzzle,Nintendo,0.16,0.0,0.26,0.01,0.44
238,8733,Bomberman,PSP,2006.0,Puzzle,Konami Digital Entertainment,0.14,0.0,0.0,0.01,0.15
